5836,Equipo,Equipo,TRIPIE MARCA VANGUARD MODELO 3399 MK-4 SERIE Q529 DE 1.70mts.,tripie vanguard mk,NO CLASIFICADO,NO CLASIFICADO,t r i p i e,v a n g u a r d,m k
5837,Libro,Libro,"LIBRO DE BADMINTON, FLOORBALL, EXPRESION CORPORAL Y JUEGOS",libro badminton floorball expresion corporal juegos,libro,fisico,l i b r o,b a d m i n t o n,f l o o r b a l l
5838,Equipo,Equipo,TARJETA SMC 10/100/1000 PCI ADAPTADOR PCI SERIES: A182705172,tarjeta smc pci adaptador pci series,electronico,telecomunicaciones,t a r j e t a,s m c,p c i
5839,Equipo,Equipo,"CALENTADOR FUERA DE BORDA, RANGO DE TEMPERATURA AMB. HASTA 200°C",calentador borda rango temperatura amb °c,bien,NO CLASIFICADO,c a l e n t a d o r,b o r d a,r a n g o
5840,Libro,Libro,PASTA COLOR GRIS,pasta gris,libro,fisico,p a s t a,g r i s,
5841,Equipo,Equipo,TARJETA SMC 10/100/1000 PCI ADAPTADOR PCI SERIES: A182705477,tarjeta smc pci adaptador pci series,electronico,telecomunicaciones,t a r j e t a,s m c,p c i
5842,Libro,Libro,ARTIFICIAL BLACK HOLES,artificial black holes,libro,fisico,a r t i f i c i a l,b l a c k,h o l e s
5843,Libro,Libro,"LIBRO CON LA UNA PINTURA DE UNA MUJER CON UN TUBANTE EN LA CABEZA, LETRAS EN COLOR BLANCO.",libro pintura mujer tubante cabeza letras blanco,libro,fisico,l i b r o,p i n t u r a,m u j e r
5844,Equipo,Equipo,TARJETA DE EVALUCION. ESTA TARJETA ES PARTE DE UN KIT,tarjeta evalucion tarjeta parte kit,electronico,telecomunicaciones,t a r j e t a,e v a l u c i o n,t a r j e t a
5845,Libro,Libro,LIBRO DE COLOR AZUL REY Y UN CUADRO ROJO CON LETRAS ENGRAS Y BLANCAS,libro azul rey cuadro rojo letras engras blancas,libro,fisico,l i b r o,a z u l,r e y
5846,Libro,Libro,"LIBRO COLOR GRIS Y VERDE E IMAGEN DE UNA ALDEA, PALMERA Y CABALLOS.",libro gris verde imagen aldea palmera caballos,libro,fisico,l i b r o,g r i s,v e r d e
5847,Equipo,Equipo,"MICROCONCENTRADOR GENERICO 4 PUERTOS  1.1 USB S/M, S/S.",microconcentrador generico puertos usb,electronico,telecomunicaciones,m i c r o c o n c e n t r a d o r,g e n e r i c o,p u e r t o s
5848,Equipo,Equipo,OXIMETRO PULSO SIN ALARMA,oximetro pulso alarma,NO CLASIFICADO,NO CLASIFICADO,o x i m e t r o,p u l s o,a l a r m a
5849,Mobiliario,Mobiliario,"MESA DE .60 DE FRENTE X .60 DE FONDO X .75 DE ALTURA ESTRUCTURA TUBULAR ESMALTADA EN COLOR GRIS, CUB",mesa frente fondo altura estructura tubular esmaltada gris cub,bien,mueble,m e s a,f r e n t e,f o n d o
5850,Equipo,Equipo,MEMORIA USB VAUL 8GB,memoria usb vaul gb,electronico,telecomunicaciones,m e m o r i a,u s b,v a u l
5851,Libro,Libro,LIBRO DE YOGA EN EL TIEMPO LIBRE,libro yoga tiempo libre,libro,fisico,l i b r o,y o g a,t i e m p o
5852,Libro,Libro,LIBRO DE MEDICINA GENETICA,libro medicina genetica,libro,fisico,l i b r o,m e d i c i n a,g e n e t i c a
5853,Equipo,Equipo,"CPU CON PROCESADOR DUAL CORE 2.2GHZ,2GB MEMORIA DDR,DISCO DURO 250GB SATA A 7200RPM,UNIDAD CD Y LECT",cpu procesador dual core ghz gb memoria ddr disco duro gb sata rpm unidad cd lect,transporte,terrestre,c p u,p r o c e s a d o r,d u a l
5854,Equipo,Equipo,MULTIPLICADOR DE PUERTOS USB,multiplicador puertos usb,electronico,telecomunicaciones,m u l t i p l i c a d o r,p u e r t o s,u s b
5855,Libro,Libro,LIBRO DE PASTA DURA CON LA IMAGEN DE DOS NIÑOS FUMANDO,libro pasta dura imagen niños fumando,libro,fisico,l i b r o,p a s t a,d u r a
5856,Libro,Libro,LOS AUTORES TRATAN DE EXPLOTAR LAS DINAMICAS SOCIALES Y CONGNITIVAS DE LOS FENOMENOS SOCIADOS,autores tratan explotar dinamicas sociales congnitivas fenomenos sociados,libro,fisico,a u t o r e s,t r a t a n,e x p l o t a r
5857,Libro,Libro,LIBRO CON FOTOGRAFIAS DE VARIOS FARAONES DE EGIPTO CON LETRAS BLANCAS,libro fotografias varios faraones egipto letras blancas,libro,fisico,l i b r o,f o t o g r a f i a s,v a r i o s
5858,Libro,Libro,LIBRO NEGRO CON LETRAS BLANCAS E IMAGEN DE UNA PERSONA CON UNA MASCARA,libro negro letras blancas imagen persona mascara,libro,fisico,l i b r o,n e g r o,l e t r a s
5859,Libro,Libro,MANUAL DE PRESCRIPCION PEDIATRICA  DISEÑADA PARA CONSTITUIR UNA GUIA PRÁCTICA Y CONVENIENTE PARA LA,manual prescripcion pediatrica diseñada constituir guia práctica conveniente,libro,fisico,m a n u a l,p r e s c r i p c i o n,p e d i a t r i c a
5860,Libro,Libro,LIBRO DE COLOR BLANCO CON LETRAS NEGRAS Y ROJAS E IMAGEN DE HOMBRE DESNUDO ACOSTADO EN UNA ALFOMBRA,libro blanco letras negras rojas imagen hombre desnudo acostado alfombra,libro,fisico,l i b r o,b l a n c o,l e t r a s
5861,Libro,Libro,LIBRO DE PASTA DURA CON LA FOTO RUSTICA DE LA VIRGEN DE GUADALUPE Y UN REVOLUCIONARIO CON LETRAS DE,libro pasta dura foto rustica virgen guadalupe revolucionario letras,libro,fisico,l i b r o,p a s t a,d u r a
5862,Mobiliario,Mobiliario,ARCHIVERO TVILUM/SCANBIRK 30675,archivero tvilum scanbirk,bien,mueble,a r c h i v e r o,t v i l u m,s c a n b i r k
5863,Equipo,Equipo,DISCO DURO EXTERNO HP DE 160 GB PMD,disco duro externo hp gb pmd,electronico,NO CLASIFICADO,d i s c o,d u r o,e x t e r n o
5864,Libro,Libro,LIBRO NEGRO CON LETRAS ROJAS Y MORADAS E IMAGEN DE UN ROSTRO DE MUJER,libro negro letras rojas moradas imagen rostro mujer,libro,fisico,l i b r o,n e g r o,l e t r a s
5865,Equipo,Equipo,CPU DESKTOP CONVERTIBLE MINI TORRE KH117LA WINDOWS XP PROFESIONAL. PROCESADOR INTEL CORE 2 DUO E675,cpu desktop convertible mini torre kh windows xp profesional procesador intel core duo,electronico,telecomunicaciones,c p u,d e s k t o p,c o n v e r t i b l e
5866,Libro,Libro,TOMO 1,tomo,libro,fisico,t o m o,,
5867,Libro,Libro,PEQUEÑO CON PASTAS SEMIDURAS EN COLOR NEGRO Y AGUA,pequeño pastas semiduras negro agua,libro,fisico,p e q u e ñ o,p a s t a s,s e m i d u r a s
5868,Mobiliario,Mobiliario,MESA INFANTIL. CON ALAMBRE p/JUEGOS,mesa infantil alambre juegos,bien,mueble,m e s a,i n f a n t i l,a l a m b r e
5869,Mobiliario,Mobiliario,mesa escritorio medidas 0.60 x 6.00 madera rojo con crema,mesa escritorio medidas madera rojo crema,bien,mueble,m e s a,e s c r i t o r i o,m e d i d a s
5870,Equipo,Equipo,UNIDAD DE ENFRIAMIENTO AIRE ACONDICIONADO,unidad enfriamiento aire acondicionado,transporte,terrestre,u n i d a d,e n f r i a m i e n t o,a i r e
5871,Libro,Libro,"LIBRO NEGRO CON LETRAS AMARILLO CANARIO, E IMAGEN DE UNA MUJER MAYOR CON UNA ADOLECENTE Y UN NIÑO",libro negro letras amarillo canario imagen mujer mayor adolecente niño,libro,fisico,l i b r o,n e g r o,l e t r a s
5872,Libro,Libro,LIBRO LA INVESTIGACION EN AL ERA DE LA INFORMACION(INCLUYE CD),libro investigacion informacion incluye cd,libro,fisico,l i b r o,i n v e s t i g a c i o n,i n f o r m a c i o n
5873,Libro,Libro,COPMPRA DE LIBRO SEGUN FACTURA Nº97117 DE SIGLO VENTIUNO 1,copmpra libro factura nº siglo ventiuno,libro,fisico,c o p m p r a,l i b r o,f a c t u r a
5874,Libro,Libro,COMPRA DE LIBRO PARA EL PE DE AGRO NEGOCIOS SEGUN FACTURA Nº 06313 DE LA UNIVERSIDAD AUTONOMA DE CHA,compra libro agro negocios factura nº universidad autonoma cha,libro,fisico,c o m p r a,l i b r o,a g r o
5875,Libro,Libro,"BASE DIAGNOSTICAS, TERAPÉUTICAS Y POSTURALES DEL FUNCIONALISMO CRANEOFACIAL (TOMO 2 INCLUYE CD)",base diagnosticas terapéuticas posturales funcionalismo craneofacial tomo incluye cd,libro,fisico,b a s e,d i a g n o s t i c a s,t e r a p é u t i c a s
5876,Libro,Libro,COMPRA DE LIBROS PARA PE DE TELEMATICA SEGUN FACTURA Nº 10959 DE LIBRERIAS DE MICHOACAN FIP-FIL 6,compra libros telematica factura nº librerias michoacan fip fil,libro,fisico,c o m p r a,l i b r o s,t e l e m a t i c a
5877,Libro,Libro,"This book deals with arid and semi-arid environments and their classification, and the physiological",book deals arid semi arid environments classification physiological,libro,fisico,b o o k,d e a l s,a r i d
5878,Libro,Libro,LIBRO HISTOLOGÍA HUMANA PRACTICA: ENFERMERÍA (INCLUYE CD Y CUADERNO DE TRABAJO),libro histología humana practica enfermería incluye cd cuaderno trabajo,libro,fisico,l i b r o,h i s t o l o g í a,h u m a n a
5879,Libro,Libro,TECNICAS DE TRIANGULACION Y CONTROL DE CALIDAD EN LA INVESTIGACION SOCIOEDUCATIVA,tecnicas triangulacion control calidad investigacion socioeducativa,libro,fisico,t e c n i c a s,t r i a n g u l a c i o n,c o n t r o l
5880,Libro,Libro,"EL CURRICULO EN CONFLICTO: PERSPECTIVAS SOCIALES, PROPUESTAS EDUCATIVAS Y REFORMA ESCOLAR PROGRESIST",curriculo conflicto perspectivas sociales propuestas educativas reforma escolar progresist,libro,fisico,c u r r i c u l o,c o n f l i c t o,p e r s p e c t i v a s
5881,Libro,Libro,"COMPRA DE LIBROS SEGUN FACTURA 2470, DE EDITORAL UNIVERSITARIA, CONSTRUYENDO EL DESARROLLO LOCAL. FI",compra libros factura editoral universitaria construyendo desarrollo local,libro,fisico,c o m p r a,l i b r o s,f a c t u r a
5882,Libro,Libro,LIBRO DE BOLSILLO EN PORTADA COLOR AMARILLO CON VERDE,libro bolsillo portada amarillo verde,libro,fisico,l i b r o,b o l s i l l o,p o r t a d a
5883,Libro,Libro,"COMPRA DE LIBROS SEFUN FACTURA 2470, CONTABILIDAD AGRICOLA FIL-PIL.",compra libros sefun factura contabilidad agricola fil pil,libro,fisico,c o m p r a,l i b r o s,s e f u n
5884,Equipo,Equipo,MOTOBOMBA 1 HP,motobomba hp,transporte,terrestre,m o t o b o m b a,h p,
5885,Libro,Libro,"LIBRO CON LA PORTADA EN COLOR NEGRO Y BLANCO, SOBRESALIENDO EL TITULO DEL LIBRO Y LOS AUTORES EN LET",libro portada negro blanco sobresaliendo titulo libro autores let,libro,fisico,l i b r o,p o r t a d a,n e g r o
5886,Libro,Libro,BRAND PLACEMENT TRATA DE FORMAR RIGUROSA Y AMENA LA INTEGRACION DE MARCAS COMERCIALES EN LOS ESPACIO,brand placement trata formar rigurosa amena integracion marcas comerciales espacio,libro,fisico,b r a n d,p l a c e m e n t,t r a t a
5887,Equipo,Equipo,REGULADOR 1.2KVA,regulador,electronico,telecomunicaciones,r e g u l a d o r,,
5888,Libro,Libro,UNIVERSIDADES,universidades,libro,fisico,u n i v e r s i d a d e s,,
5889,Equipo,Equipo,COMPUTADORA PORTATIL SONY VAIO  MOD. Z575 CORE DUO  A 2.4GHZ  3GB MEMORIA DISCO DURO 250GB UNIDAD DV,computadora portatil sony vaio core duo ghz gb memoria disco duro gb unidad dv,transporte,terrestre,c o m p u t a d o r a,p o r t a t i l,s o n y
5890,Libro,Libro,LIBRO DE AGILIZACION DE LA ANAMNESIS Y SU INTEGRACION CON EL EXAMEN FISICO,libro agilizacion anamnesis integracion examen fisico,libro,fisico,l i b r o,a g i l i z a c i o n,a n a m n e s i s
5891,Libro,Libro,TEORÍA SOCIAL,teoría social,libro,fisico,t e o r í a,s o c i a l,
5892,Libro,Libro,LIBRO DE PORTADA EN COLOR LILA Y MORADO,libro portada lila morado,libro,fisico,l i b r o,p o r t a d a,l i l a
5893,Libro,Libro,COMPRA DE LIBRO PARA PE DE LETRAS HISPANICAS SEGUN FACTURA Nº 96957 DE SIGLO FIP-FIL 36,compra libro letras hispanicas factura nº siglo fip fil,libro,fisico,c o m p r a,l i b r o,l e t r a s
5894,Libro,Libro,EDUCACIÓN-POLÍTICAS,educación políticas,libro,fisico,e d u c a c i ó n,p o l í t i c a s,
5895,Libro,Libro,"COMPRA DE LIBROS SEGUN FACTURA 2044, PERIODISTAS CIUDADANOS DEL MUNDO. FIL-PIL.",compra libros factura periodistas ciudadanos mundo fil pil,libro,fisico,c o m p r a,l i b r o s,f a c t u r a
5896,Libro,Libro,M100-S18 PERFORMANCE STANDARDS FOR ANTIMICROBIAL SUSCEPTIBILITY TESTING,performance standards antimicrobial susceptibility testing,libro,fisico,p e r f o r m a n c e,s t a n d a r d s,a n t i m i c r o b i a l
5897,Equipo,Equipo,PROYECTOR PJ513DB DLP 2200LU PROJ SVGA 2.1 K,proyector pj db dlp lu proj svga,electronico,telecomunicaciones,p r o y e c t o r,p j,d b
5898,Libro,Libro,LIBRO DE ADMINISTRACION DE LOS SERVICIOS DE ENFERMERIA,libro administracion servicios enfermeria,libro,fisico,l i b r o,a d m i n i s t r a c i o n,s e r v i c i o s
5899,Equipo,Equipo,REGULADOR  1300VA 8 CONTACTOS,regulador contactos,electronico,telecomunicaciones,r e g u l a d o r,c o n t a c t o s,
5900,Libro,Libro,LIBRO NEGRO CON LETRAS MORADAS Y VERDES E IMAGEN DE UN MEDIO ROSTRO CON FONDO AZUL.,libro negro letras moradas verdes imagen medio rostro fondo azul,libro,fisico,l i b r o,n e g r o,l e t r a s
5901,Equipo,Equipo,CALORIMETRO REVUEE CALORIMETRIA INDIRECTA,calorimetro revuee calorimetria indirecta,NO CLASIFICADO,NO CLASIFICADO,c a l o r i m e t r o,r e v u e e,c a l o r i m e t r i a
5902,Libro,Libro,LIBRO DE MASCULINIDAD E INTIMIDAD,libro masculinidad intimidad,libro,fisico,l i b r o,m a s c u l i n i d a d,i n t i m i d a d
5903,Equipo,Equipo,"STACKABLE LENS TUBE 1"", USABLE DEPTH 3"" (TUBO PARA LENTES)",stackable lens tube usable depth tubo lentes,NO CLASIFICADO,NO CLASIFICADO,s t a c k a b l e,l e n s,t u b e
5904,Equipo,Equipo,"CPU MAC PRO INTEL XEON TWO QUAD CORE 2.8 GHZ, 2GB DE MEMORIA RAM, TARJETA VIDEOGRAFICA ATI RADEON HD",cpu mac intel xeon two quad core ghz gb memoria ram tarjeta videografica radeon hd,electronico,telecomunicaciones,c p u,m a c,i n t e l
5905,Equipo,Equipo,TACOMETRO (CUENTA REVOLUCIONES 5 DIGITOS),tacometro cuenta revoluciones digitos,NO CLASIFICADO,NO CLASIFICADO,t a c o m e t r o,c u e n t a,r e v o l u c i o n e s
5906,Libro,Libro,LIBRO DE COLOR BLANCO CON LA IMAGEN DE UAN PERSONA EN UN BAR EN LA NOCHE CON LETRAS DE COLOR NEGRO Y,libro blanco imagen uan persona bar noche letras negro,libro,fisico,l i b r o,b l a n c o,i m a g e n
5907,Libro,Libro,INTRODUCTION TO PROBABILITY,introduction probability,libro,fisico,i n t r o d u c t i o n,p r o b a b i l i t y,
5908,Libro,Libro,COMPRA DE LIBROS SEGUN FACTURA (13000247) CRITICA DE LA CRITICA FIP-PIL.,compra libros factura critica critica fip pil,libro,fisico,c o m p r a,l i b r o s,f a c t u r a
5909,Libro,Libro,COMPRA DE LIBRO PARA PE DE LETRAS HISPANICAS SEGUN FACTURA Nº LJM003830 FCE FIP FIL 65,compra libro letras hispanicas factura nº ljm fce fip fil,libro,fisico,c o m p r a,l i b r o,l e t r a s
5910,Equipo,Equipo,CONJUNTO DE CALOR SET,conjunto calor set,NO CLASIFICADO,NO CLASIFICADO,c o n j u n t o,c a l o r,s e t
5911,Libro,Libro,LIBRO TRATADO DE ENFERMERÍA DE LA INFACIA Y LA ADOLESCENCIA,libro tratado enfermería infacia adolescencia,libro,fisico,l i b r o,t r a t a d o,e n f e r m e r í a
5912,Equipo,Equipo,"MONITOR (FAMILIA XW C2 DUO E8300 4GB RAM 2HD X160 GB ACELERADOR DE VIDEO NVIDIA QUADRO MONITOR 24"" V",monitor familia xw duo gb ram hd gb acelerador video nvidia quadro monitor,electronico,telecomunicaciones,m o n i t o r,f a m i l i a,x w
5913,Equipo,Equipo,IMPRESORA LASERJET HP P2015DN CB368A,impresora laserjet hp dn cb,electronico,telecomunicaciones,i m p r e s o r a,l a s e r j e t,h p
5914,Libro,Libro,PORTAFOLIO DE COLOR NEGRO (TEST) CONTIENE VARIOS MATERIALES DEL MMPI-2,portafolio negro test contiene varios materiales mmpi,libro,fisico,p o r t a f o l i o,n e g r o,t e s t
5915,Libro,Libro,"ISBN: 978-970-15-1299-9, EDICION 19, PAIS MÉXICO.",isbn edicion pais méxico,libro,fisico,i s b n,e d i c i o n,p a i s
5916,Libro,Libro,"DIAGNÓSTICO CERTERO, AGUDO Y CONMOVEDOR DE LAS SOCIEDADES MODERNAS CONTEMPORÁNEAS.",diagnóstico certero agudo conmovedor sociedades modernas contemporáneas,libro,fisico,d i a g n ó s t i c o,c e r t e r o,a g u d o
5917,Equipo,Equipo,POTENCIOMETRO MEDIDOR DE PH/CONDUCT PORTATIL,potenciometro medidor ph conduct portatil,bien,trabajo,p o t e n c i o m e t r o,m e d i d o r,p h
5918,Libro,Libro,ANÁLISIS SOBRE LOS MOVIMIENTOS SOCIALES Y SUS ACTORES DENTRO DE UN PROCESO LIBERTADOR EN VENEZUELA.,análisis movimientos sociales actores dentro proceso libertador venezuela,libro,fisico,a n á l i s i s,m o v i m i e n t o s,s o c i a l e s
5919,Libro,Libro,LIBRO DE COLOR CAFE CLARO Y OSCURO CON LETRAS ROJAS E IMAGEN DE ROBOTS,libro cafe claro oscuro letras rojas imagen robots,libro,fisico,l i b r o,c a f e,c l a r o
5920,Libro,Libro,COMPRA DE LIBROS SEGUN FACTURA (0142) TIPOGRAFIA Y DISEÑO FIP-PIL.,compra libros factura tipografia diseño fip pil,libro,fisico,c o m p r a,l i b r o s,f a c t u r a
5921,Equipo,Equipo,ESCSOLC2D PC DESKTOP BLACK FIRE INTEL CORE 2 DUO,escsolc pc desktop black fire intel core duo,electronico,NO CLASIFICADO,e s c s o l c,p c,d e s k t o p
5922,Libro,Libro,COMPRA DE LIBROS SEGUN FACTURA (0142) DEJAME QUE TE CUENTE FIP-PIL.,compra libros factura dejame cuente fip pil,libro,fisico,c o m p r a,l i b r o s,f a c t u r a
5923,Libro,Libro,LIBRO GRUESO DE PORTADA EN COLOR AZUL OSCURO,libro grueso portada azul oscuro,libro,fisico,l i b r o,g r u e s o,p o r t a d a
5924,Libro,Libro,"LIBRO CALENDARIO LUNAR DEL JARDINERO  DE MAINARDI FAZIO EDITORIAL DE VECCHI, PORTADA  BLANDA CON IMA",libro calendario lunar jardinero mainardi fazio editorial vecchi portada blanda ima,libro,fisico,l i b r o,c a l e n d a r i o,l u n a r
5925,Libro,Libro,ARTÍCULOS SOBRE LAS RELACIONES ENTRE LA DIMENSIÓN SUBNACIONAL Y LOCAL (ESTADOS Y MUNICIPIOS) Y LA IN,artículos relaciones dimensión subnacional local municipios,libro,fisico,a r t í c u l o s,r e l a c i o n e s,d i m e n s i ó n
5926,Libro,Libro,"LIBRO COLOR BLANCO CON UNAS FLECHAS EN COLOR VERDE Y NARANJA, LETRAS EN COLOR NEGRO.",libro blanco unas flechas verde naranja letras negro,libro,fisico,l i b r o,b l a n c o,u n a s
5927,Libro,Libro,LIBRO LA EDUCACIÓN SUPERIOR Y LAS REGIONES,libro educación superior regiones,libro,fisico,l i b r o,e d u c a c i ó n,s u p e r i o r
5928,Libro,Libro,LIBRO COLOR BLANCO CON ROJO LETRAS EN NEGRO Y ROJO.,libro blanco rojo letras negro rojo,libro,fisico,l i b r o,b l a n c o,r o j o
5929,Libro,Libro,COMPRA DE LIBROS SEGUN FACTURA (0142) EL PENSAMIENTO COMUNICACIONAL FIP-PIL.,compra libros factura pensamiento comunicacional fip pil,libro,fisico,c o m p r a,l i b r o s,f a c t u r a
5930,Libro,Libro,"LIBRO COLOR MORADO CON AMARILLO, LETRAS EN NEGRO E IMAGEN DESIMNOS EN ROJO Y AZUL.",libro morado amarillo letras negro imagen desimnos rojo azul,libro,fisico,l i b r o,m o r a d o,a m a r i l l o
5931,Equipo,Equipo,"(CPU)WORKSTATION, HP MODELO XW4600, SERIE 2UA8231B7Z, INCLUYE MONITOR, IMPRESORA, UNA TARJETA DE CAP",cpu workstation hp xw ua incluye monitor impresora tarjeta cap,electronico,telecomunicaciones,c p u,w o r k s t a t i o n,h p
5932,Equipo,Equipo,LAPTOP LENOVO THINKPAD PROCESADOR INTEL CORE 2 DUO P8600 2 GB DE MEMORIA RAM DISCO DURO 160GB PANTAL,laptop lenovo thinkpad procesador intel core duo gb memoria ram disco duro gb pantal,electronico,telecomunicaciones,l a p t o p,l e n o v o,t h i n k p a d
5933,Equipo,Equipo,"COMPUTADORA SONY VAIO PROCESADOR INTEL DUAL CORE T2390, 2GB DDR2, HD 160 GB, PANTALLA DE 15.3"", DVD",computadora sony vaio procesador intel dual core gb ddr hd gb pantalla dvd,electronico,telecomunicaciones,c o m p u t a d o r a,s o n y,v a i o
5934,Equipo,Equipo,MONITOR ACER 19`^ LCD NEGRO,monitor acer lcd negro,electronico,telecomunicaciones,m o n i t o r,a c e r,l c d
5935,Libro,Libro,LIBRO COLOR AMARRILLO CON NEGRO LETRAS EN BLANCO Y AMARILLO,libro amarrillo negro letras blanco amarillo,libro,fisico,l i b r o,a m a r r i l l o,n e g r o
5936,Mobiliario,Mobiliario,"PANEL DE CRISTAL CON L50 CONECTOR, 35CM HX60CM W, CRISTAL SATINOVO",panel cristal conector hx cristal satinovo,NO CLASIFICADO,NO CLASIFICADO,p a n e l,c r i s t a l,c o n e c t o r
5937,Libro,Libro,"COMPRA DE LIBROS SEGUN FACTURA (11518), TRES NOVELAS EJEMPLARES, FIL-PIL.",compra libros factura tres novelas ejemplares fil pil,libro,fisico,c o m p r a,l i b r o s,f a c t u r a
5938,Libro,Libro,LIBRO DE PASTA DURA CON LETRAS DORAS Y DE COLOR AZUL MARINO,libro pasta dura letras doras azul marino,libro,fisico,l i b r o,p a s t a,d u r a
5939,Mobiliario,Mobiliario,SILLON EJECUTIVO EN PIEL MOD. OPORTO CT10016,sillon ejecutivo piel oporto ct,bien,mueble,s i l l o n,e j e c u t i v o,p i e l
5940,Mobiliario,Mobiliario,SOPORTE PATA INTEGRA,soporte pata integra,NO CLASIFICADO,NO CLASIFICADO,s o p o r t e,p a t a,i n t e g r a
5941,Libro,Libro,COMPRA DE LIBRO PARA PE DE LETRAS HISPANICAS SEGUN FACTURA NBº LJM 003830 DE FCE FIP-FIL 18,compra libro letras hispanicas factura nbº ljm fce fip fil,libro,fisico,c o m p r a,l i b r o,l e t r a s
5942,Equipo,Equipo,"Note Book Wind, INTEL ATOM 1.66H2, DD 120GB, 2G RAM",note book wind intel atom dd gb ram,electronico,NO CLASIFICADO,n o t e,b o o k,w i n d
5943,Mobiliario,Mobiliario,CUBIERTA DE MADERA RECT CONECTOR AXIOMA C/2 ENTRADAS P/POSTE AXIOMA 150X60CM,cubierta madera rect conector axioma entradas poste axioma,bien,NO CLASIFICADO,c u b i e r t a,m a d e r a,r e c t
5944,Equipo,Equipo,"JUEGO DE 3 PINZAS CONFORT, PINEX, TRUPPER",juego pinzas confort pinex trupper,herramientas,trabajo,j u e g o,p i n z a s,c o n f o r t
5945,Libro,Libro,LIBRO PASTA DURA COLOR AMARILLO CON UN DIBUJO DE UNA CABEZA. LETRAS EN COLOR CAFE,libro pasta dura amarillo dibujo cabeza letras cafe,libro,fisico,l i b r o,p a s t a,d u r a
5946,Equipo,Equipo,MOUSE LABTEC NEGRO OPTICO RETRACTIL,mouse labtec negro optico retractil,electronico,telecomunicaciones,m o u s e,l a b t e c,n e g r o
5947,Libro,Libro,Aplicaciones web. Metodología de desarrollo y conjunto de utilidades y componentes del trabajo de St,aplicaciones web metodología desarrollo conjunto utilidades componentes trabajo st,libro,fisico,a p l i c a c i o n e s,w e b,m e t o d o l o g í a
5948,Libro,Libro,Nueva visión extensa  y accesible de la teoría y las aplicaciones de las redes,nueva visión extensa accesible teoría aplicaciones redes,libro,fisico,n u e v a,v i s i ó n,e x t e n s a
5949,Libro,Libro,LIBRO DELIRIUM ASISTENCIA CLÍNICA,libro delirium asistencia clínica,libro,fisico,l i b r o,d e l i r i u m,a s i s t e n c i a
5950,Equipo,Equipo,MALETIN MESSENGER GRANDE LINEA XN,maletin messenger grande linea xn,NO CLASIFICADO,NO CLASIFICADO,m a l e t i n,m e s s e n g e r,g r a n d e
5951,Equipo,Equipo,"COMPUTADORA LAPTOP PORTATIL SONY VAIO C2D, 4GB, 250GB, TFT 13.3 DVDRW, WVB SERIE: S0130017827",computadora laptop portatil sony vaio gb gb tft dvdrw wvb,bien,telecomunicaciones,c o m p u t a d o r a,l a p t o p,p o r t a t i l
5952,Equipo,Equipo,Analizador de espectros MT8222A BTS Master cable and antenna analyzer (10MHz 4 GHz) (100KHz 7.1 GHz,analizador espectros mt bts master cable antenna analyzer mhz ghz khz ghz,electronico,telecomunicaciones,a n a l i z a d o r,e s p e c t r o s,m t
5953,Libro,Libro,LIBRO COLOR OSCURO CON LETRAS EN BLANCO Y NEGRO,libro oscuro letras blanco negro,libro,fisico,l i b r o,o s c u r o,l e t r a s
5954,Equipo,Equipo,"MEMORIA 1 GB, PARA CPU HP COMPAQ",memoria gb cpu hp compaq,electronico,telecomunicaciones,m e m o r i a,g b,c p u
5955,Equipo,Equipo,LAPTOP TOSHIBA SATELLITE PRO,laptop toshiba satellite,electronico,telecomunicaciones,l a p t o p,t o s h i b a,s a t e l l i t e
5956,Equipo,Equipo,BAÑO DE  RECIRCULACIÓN  o  Recirculado,baño recirculación recirculado,NO CLASIFICADO,NO CLASIFICADO,b a ñ o,r e c i r c u l a c i ó n,r e c i r c u l a d o
5957,Equipo,Equipo,PINTARRON 1.20*2.40MTS PLXSOLC/A,pintarron plxsolc,bien,mueble,p i n t a r r o n,p l x s o l c,
5958,Libro,Libro,COMPRA DE LIBROS SEGUN FACTURA (166556) CANTOS EPICOS RUSOS FIP-PIL.,compra libros factura cantos epicos rusos fip pil,libro,fisico,c o m p r a,l i b r o s,f a c t u r a
5959,Libro,Libro,Incluye CD Audio.,incluye cd audio,libro,fisico,i n c l u y e,c d,a u d i o
5960,Libro,Libro,"LIBRO COLOR BLANCO CON AMARILLO,LETRAS EN AMARILLO9 Y AZUL E IMAGEN DE UN CIRCULO Y FIGURAS GEOMETRI",libro blanco amarillo letras amarillo azul imagen circulo figuras geometri,libro,fisico,l i b r o,b l a n c o,a m a r i l l o
5961,Equipo,Equipo,FLUORESCENCE DICHROIC FILTER FOR ALEXAFLOR 488 (FILTRO OPTICO),fluorescence dichroic filter alexaflor filtro optico,NO CLASIFICADO,NO CLASIFICADO,f l u o r e s c e n c e,d i c h r o i c,f i l t e r
5962,Libro,Libro,LIBRO LAS REGLAS Y CARACTERÍSTICAS DE TODOS LOS DEPORTES,libro reglas características deportes,libro,fisico,l i b r o,r e g l a s,c a r a c t e r í s t i c a s
5963,Equipo,Equipo,DVD WRITER DOBLE CAPA EXTERNO NEGRO SAMSUN,dvd writer doble capa externo negro samsun,NO CLASIFICADO,NO CLASIFICADO,d v d,w r i t e r,d o b l e
